"Dato";"Sidste opdatering";"Sygdom";"Sæson";"Regionskode";"Region";"Aldersgruppe";"Køn";"Antal borgere";"Antal førstegangstestede personer";"Antal tests";"Antal Bekræftede tilfælde";"Antal nye indlæggelser";"Antal døde";"Positivprocent";"Incidens";"Testrate";"Indlæggelsesrate";"timestamp_2026-01-06T11:25:03.004"
2026-01-06;2025-12-30;RSV;2020/2021;1084;Hovedstaden;10. 75-84 år;K;62257;776;925;0;0;0;0,00;0,00;1246,45;0,00;
2026-01-06;2025-12-30;RSV;2020/2021;1084;Hovedstaden;10. 75-84 år;M;47478;741;893;0;0;0;0,00;0,00;1560,72;0,00;
2026-01-06;2025-12-30;RSV;2020/2021;1084;Hovedstaden;11. 85+ år;Alle;29262;803;923;0;0;0;0,00;0,00;2744,17;0,00;
2026-01-06;2025-12-30;RSV;2020/2021;1084;Hovedstaden;11. 85+ år;K;19816;481;548;0;0;0;0,00;0,00;2427,33;0,00;
2026-01-06;2025-12-30;RSV;2020/2021;1084;Hovedstaden;11. 85+ år;M;9446;322;375;0;0;0;0,00;0,00;3408,85;0,00;
2026-01-06;2025-12-30;RSV;2020/2021;1084;Hovedstaden;Alle;Alle;1845471;9345;11121;5;4;0;0,00;0,27;506,37;0,22;
2026-01-06;2025-12-30;RSV;2020/2021;1084;Hovedstaden;Alle;K;941567;4649;5408;4;4;0;0,00;0,42;493,75;0,42;
2026-01-06;2025-12-30;RSV;2020/2021;1084;Hovedstaden;Alle;M;903904;4696;5713;1;0;0;0,00;0,11;519,52;0,00;
2026-01-06;2025-12-30;RSV;2020/2021;1082;Midtjylland;01. 0-5 måneder;Alle;7146;114;133;0;0;0;0,00;0,00;1595,30;0,00;
2026-01-06;2025-12-30;RSV;2020/2021;1082;Midtjylland;01. 0-5 måneder;K;3435;43;49;0;0;0;0,00;0,00;1251,82;0,00;
2026-01-06;2025-12-30;RSV;2020/2021;1082;Midtjylland;01. 0-5 måneder;M;3711;71;84;0;0;0;0,00;0,00;1913,23;0,00;
2026-01-06;2025-12-30;RSV;2020/2021;1082;Midtjylland;02. 6-11 måneder;Alle;7763;47;58;0;0;0;0,00;0,00;605,44;0,00;
2026-01-06;2025-12-30;RSV;2020/2021;1082;Midtjylland;02. 6-11 måneder;K;3811;23;25;0;0;0;0,00;0,00;603,52;0,00;
2026-01-06;2025-12-30;RSV;2020/2021;1082;Midtjylland;02. 6-11 måneder;M;3952;24;33;0;0;0;0,00;0,00;607,29;0,00;
2026-01-06;2025-12-30;RSV;2020/2021;1082;Midtjylland;03. 1 år;Alle;14701;40;48;0;0;0;0,00;0,00;272,09;0,00;
2026-01-06;2025-12-30;RSV;2020/2021;1082;Midtjylland;03. 1 år;K;7199;18;23;0;0;0;0,00;0,00;250,03;0,00;
2026-01-06;2025-12-30;RSV;2020/2021;1082;Midtjylland;03. 1 år;M;7502;22;25;0;0;0;0,00;0,00;293,26;0,00;
2026-01-06;2025-12-30;RSV;2020/2021;1082;Midtjylland;04. 2 år;Alle;14547;22;29;0;0;0;0,00;0,00;151,23;0,00;
2026-01-06;2025-12-30;RSV;2020/2021;1082;Midtjylland;04. 2 år;K;7033;11;14;0;0;0;0,00;0,00;156,41;0,00;
2026-01-06;2025-12-30;RSV;2020/2021;1082;Midtjylland;04. 2 år;M;7514;11;15;0;0;0;0,00;0,00;146,39;0,00;
2026-01-06;2025-12-30;RSV;2020/2021;1082;Midtjylland;05. 3-5 år;Alle;44295;33;42;0;0;0;0,00;0,00;74,50;0,00;
2026-01-06;2025-12-30;RSV;2020/2021;1082;Midtjylland;05. 3-5 år;K;21449;15;16;0;0;0;0,00;0,00;69,93;0,00;
2026-01-06;2025-12-30;RSV;2020/2021;1082;Midtjylland;05. 3-5 år;M;22846;18;26;0;0;0;0,00;0,00;78,79;0,00;
2026-01-06;2025-12-30;RSV;2020/2021;1082;Midtjylland;06. 6-14 år;Alle;136576;44;54;0;0;0;0,00;0,00;32,22;0,00;
2026-01-06;2025-12-30;RSV;2020/2021;1082;Midtjylland;06. 6-14 år;K;66761;21;23;0;0;0;0,00;0,00;31,46;0,00;
2026-01-06;2025-12-30;RSV;2020/2021;1082;Midtjylland;06. 6-14 år;M;69815;23;31;0;0;0;0,00;0,00;32,94;0,00;
2026-01-06;2025-12-30;RSV;2020/2021;1082;Midtjylland;07. 15-44 år;Alle;510971;239;278;0;0;0;0,00;0,00;46,77;0,00;
2026-01-06;2025-12-30;RSV;2020/2021;1082;Midtjylland;07. 15-44 år;K;251005;131;154;0;0;0;0,00;0,00;52,19;0,00;
2026-01-06;2025-12-30;RSV;2020/2021;1082;Midtjylland;07. 15-44 år;M;259966;108;124;0;0;0;0,00;0,00;41,54;0,00;
2026-01-06;2025-12-30;RSV;2020/2021;1082;Midtjylland;08. 45-64 år;Alle;343886;309;372;0;0;0;0,00;0,00;89,86;0,00;
2026-01-06;2025-12-30;RSV;2020/2021;1082;Midtjylland;08. 45-64 år;K;172334;132;155;0;0;0;0,00;0,00;76,60;0,00;
2026-01-06;2025-12-30;RSV;2020/2021;1082;Midtjylland;08. 45-64 år;M;171552;177;217;0;0;0;0,00;0,00;103,18;0,00;
2026-01-06;2025-12-30;RSV;2020/2021;1082;Midtjylland;09. 65-74 år;Alle;141798;251;300;0;0;0;0,00;0,00;177,01;0,00;
2026-01-06;2025-12-30;RSV;2020/2021;1082;Midtjylland;09. 65-74 år;K;72507;111;134;0;0;0;0,00;0,00;153,09;0,00;
2026-01-06;2025-12-30;RSV;2020/2021;1082;Midtjylland;09. 65-74 år;M;69291;140;166;0;0;0;0,00;0,00;202,05;0,00;
2026-01-06;2025-12-30;RSV;2020/2021;1082;Midtjylland;10. 75-84 år;Alle;86365;219;260;0;0;0;0,00;0,00;253,57;0,00;
2026-01-06;2025-12-30;RSV;2020/2021;1082;Midtjylland;10. 75-84 år;K;46589;77;85;0;0;0;0,00;0,00;165,28;0,00;
2026-01-06;2025-12-30;RSV;2020/2021;1082;Midtjylland;10. 75-84 år;M;39776;142;175;0;0;0;0,00;0,00;357,00;0,00;
2026-01-06;2025-12-30;RSV;2020/2021;1082;Midtjylland;11. 85+ år;Alle;23152;35;38;0;0;0;0,00;0,00;151,17;0,00;
2026-01-06;2025-12-30;RSV;2020/2021;1082;Midtjylland;11. 85+ år;K;14790;19;20;0;0;0;0,00;0,00;128,47;0,00;
2026-01-06;2025-12-30;RSV;2020/2021;1082;Midtjylland;11. 85+ år;M;8362;16;18;0;0;0;0,00;0,00;191,34;0,00;
2026-01-06;2025-12-30;RSV;2020/2021;1082;Midtjylland;Alle;Alle;1331200;1353;1612;0;0;0;0,00;0,00;101,64;0,00;
2026-01-06;2025-12-30;RSV;2020/2021;1082;Midtjylland;Alle;K;666913;601;698;0;0;0;0,00;0,00;90,12;0,00;
2026-01-06;2025-12-30;RSV;2020/2021;1082;Midtjylland;Alle;M;664287;752;914;0;0;0;0,00;0,00;113,20;0,00;
2026-01-06;2025-12-30;RSV;2020/2021;1081;Nordjylland;01. 0-5 måneder;Alle;2767;47;53;0;0;0;0,00;0,00;1698,59;0,00;
2026-01-06;2025-12-30;RSV;2020/2021;1081;Nordjylland;01. 0-5 måneder;K;1314;19;20;0;0;0;0,00;0,00;1445,97;0,00;
2026-01-06;2025-12-30;RSV;2020/2021;1081;Nordjylland;01. 0-5 måneder;M;1453;28;33;0;0;0;0,00;0,00;1927,05;0,00;
2026-01-06;2025-12-30;RSV;2020/2021;1081;Nordjylland;02. 6-11 måneder;Alle;3030;12;13;0;0;0;0,00;0,00;396,04;0,00;
2026-01-06;2025-12-30;RSV;2020/2021;1081;Nordjylland;02. 6-11 måneder;K;1495;5;6;0;0;0;0,00;0,00;334,45;0,00;
2026-01-06;2025-12-30;RSV;2020/2021;1081;Nordjylland;02. 6-11 måneder;M;1535;7;7;0;0;0;0,00;0,00;456,03;0,00;
2026-01-06;2025-12-30;RSV;2020/2021;1081;Nordjylland;03. 1 år;Alle;6011;37;42;0;0;0;0,00;0,00;615,54;0,00;
2026-01-06;2025-12-30;RSV;2020/2021;1081;Nordjylland;03. 1 år;K;2921;21;23;0;0;0;0,00;0,00;718,93;0,00;
2026-01-06;2025-12-30;RSV;2020/2021;1081;Nordjylland;03. 1 år;M;3090;16;19;0;0;0;0,00;0,00;517,80;0,00;
2026-01-06;2025-12-30;RSV;2020/2021;1081;Nordjylland;04. 2 år;Alle;6054;8;18;1;1;0;0,13;16,52;132,14;16,52;
2026-01-06;2025-12-30;RSV;2020/2021;1081;Nordjylland;04. 2 år;K;2909;1;1;0;0;0;0,00;0,00;34,38;0,00;
2026-01-06;2025-12-30;RSV;2020/2021;1081;Nordjylland;04. 2 år;M;3145;7;17;1;1;0;0,14;31,80;222,58;31,80;
2026-01-06;2025-12-30;RSV;2020/2021;1081;Nordjylland;05. 3-5 år;Alle;18105;25;30;0;0;0;0,00;0,00;138,08;0,00;
2026-01-06;2025-12-30;RSV;2020/2021;1081;Nordjylland;05. 3-5 år;K;8848;8;12;0;0;0;0,00;0,00;90,42;0,00;
2026-01-06;2025-12-30;RSV;2020/2021;1081;Nordjylland;05. 3-5 år;M;9257;17;18;0;0;0;0,00;0,00;183,64;0,00;
2026-01-06;2025-12-30;RSV;2020/2021;1081;Nordjylland;06. 6-14 år;Alle;56612;49;54;0;0;0;0,00;0,00;86,55;0,00;
2026-01-06;2025-12-30;RSV;2020/2021;1081;Nordjylland;06. 6-14 år;K;27589;24;28;0;0;0;0,00;0,00;86,99;0,00;
2026-01-06;2025-12-30;RSV;2020/2021;1081;Nordjylland;06. 6-14 år;M;29023;25;26;0;0;0;0,00;0,00;86,14;0,00;
2026-01-06;2025-12-30;RSV;2020/2021;1081;Nordjylland;07. 15-44 år;Alle;212547;360;389;0;0;0;0,00;0,00;169,37;0,00;
2026-01-06;2025-12-30;RSV;2020/2021;1081;Nordjylland;07. 15-44 år;K;101933;211;225;0;0;0;0,00;0,00;207,00;0,00;
2026-01-06;2025-12-30;RSV;2020/2021;1081;Nordjylland;07. 15-44 år;M;110614;149;164;0;0;0;0,00;0,00;134,70;0,00;
2026-01-06;2025-12-30;RSV;2020/2021;1081;Nordjylland;08. 45-64 år;Alle;156293;405;460;0;0;0;0,00;0,00;259,13;0,00;
2026-01-06;2025-12-30;RSV;2020/2021;1081;Nordjylland;08. 45-64 år;K;77900;207;239;0;0;0;0,00;0,00;265,73;0,00;
2026-01-06;2025-12-30;RSV;2020/2021;1081;Nordjylland;08. 45-64 år;M;78393;198;221;0;0;0;0,00;0,00;252,57;0,00;
2026-01-06;2025-12-30;RSV;2020/2021;1081;Nordjylland;09. 65-74 år;Alle;69061;459;527;0;0;0;0,00;0,00;664,63;0,00;
2026-01-06;2025-12-30;RSV;2020/2021;1081;Nordjylland;09. 65-74 år;K;35035;198;228;0;0;0;0,00;0,00;565,15;0,00;
2026-01-06;2025-12-30;RSV;2020/2021;1081;Nordjylland;09. 65-74 år;M;34026;261;299;0;0;0;0,00;0,00;767,06;0,00;
2026-01-06;2025-12-30;RSV;2020/2021;1081;Nordjylland;10. 75-84 år;Alle;43662;441;477;0;0;0;0,00;0,00;1010,03;0,00;
2026-01-06;2025-12-30;RSV;2020/2021;1081;Nordjylland;10. 75-84 år;K;23401;185;201;0;0;0;0,00;0,00;790,56;0,00;
2026-01-06;2025-12-30;RSV;2020/2021;1081;Nordjylland;10. 75-84 år;M;20261;256;276;0;0;0;0,00;0,00;1263,51;0,00;
2026-01-06;2025-12-30;RSV;2020/2021;1081;Nordjylland;11. 85+ år;Alle;12034;241;266;0;0;0;0,00;0,00;2002,66;0,00;
2026-01-06;2025-12-30;RSV;2020/2021;1081;Nordjylland;11. 85+ år;K;7561;113;126;0;0;0;0,00;0,00;1494,51;0,00;
2026-01-06;2025-12-30;RSV;2020/2021;1081;Nordjylland;11. 85+ år;M;4473;128;140;0;0;0;0,00;0,00;2861,61;0,00;
2026-01-06;2025-12-30;RSV;2020/2021;1081;Nordjylland;Alle;Alle;586176;2084;2329;1;1;0;0,00;0,17;355,52;0,17;
2026-01-06;2025-12-30;RSV;2020/2021;1081;Nordjylland;Alle;K;290906;992;1109;0;0;0;0,00;0,00;341,00;0,00;
2026-01-06;2025-12-30;RSV;2020/2021;1081;Nordjylland;Alle;M;295270;1092;1220;1;1;0;0,00;0,34;369,83;0,34;
2026-01-06;2025-12-30;RSV;2020/2021;1085;Sjælland;01. 0-5 måneder;Alle;3817;146;163;0;0;0;0,00;0,00;3824,99;0,00;
2026-01-06;2025-12-30;RSV;2020/2021;1085;Sjælland;01. 0-5 måneder;K;1884;62;70;0;0;0;0,00;0,00;3290,87;0,00;
2026-01-06;2025-12-30;RSV;2020/2021;1085;Sjælland;01. 0-5 måneder;M;1933;84;93;0;0;0;0,00;0,00;4345,58;0,00;
2026-01-06;2025-12-30;RSV;2020/2021;1085;Sjælland;02. 6-11 måneder;Alle;4143;111;129;0;0;0;0,00;0,00;2679,22;0,00;
2026-01-06;2025-12-30;RSV;2020/2021;1085;Sjælland;02. 6-11 måneder;K;2009;40;48;0;0;0;0,00;0,00;1991,04;0,00;
2026-01-06;2025-12-30;RSV;2020/2021;1085;Sjælland;02. 6-11 måneder;M;2134;71;81;0;0;0;0,00;0,00;3327,09;0,00;
2026-01-06;2025-12-30;RSV;2020/2021;1085;Sjælland;03. 1 år;Alle;8159;198;233;1;1;0;0,01;12,26;2426,77;12,26;
2026-01-06;2025-12-30;RSV;2020/2021;1085;Sjælland;03. 1 år;K;3968;86;97;0;0;0;0,00;0,00;2167,34;0,00;
2026-01-06;2025-12-30;RSV;2020/2021;1085;Sjælland;03. 1 år;M;4191;112;136;1;1;0;0,01;23,86;2672,39;23,86;
2026-01-06;2025-12-30;RSV;2020/2021;1085;Sjælland;04. 2 år;Alle;8355;52;61;0;0;0;0,00;0,00;622,38;0,00;
2026-01-06;2025-12-30;RSV;2020/2021;1085;Sjælland;04. 2 år;K;4081;19;20;0;0;0;0,00;0,00;465,57;0,00;
2026-01-06;2025-12-30;RSV;2020/2021;1085;Sjælland;04. 2 år;M;4274;33;41;0;0;0;0,00;0,00;772,11;0,00;
2026-01-06;2025-12-30;RSV;2020/2021;1085;Sjælland;05. 3-5 år;Alle;26178;69;86;0;0;0;0,00;0,00;263,58;0,00;
2026-01-06;2025-12-30;RSV;2020/2021;1085;Sjælland;05. 3-5 år;K;12657;31;40;0;0;0;0,00;0,00;244,92;0,00;
2026-01-06;2025-12-30;RSV;2020/2021;1085;Sjælland;05. 3-5 år;M;13521;38;46;0;0;0;0,00;0,00;281,04;0,00;
2026-01-06;2025-12-30;RSV;2020/2021;1085;Sjælland;06. 6-14 år;Alle;84054;86;109;0;0;0;0,00;0,00;102,32;0,00;
2026-01-06;2025-12-30;RSV;2020/2021;1085;Sjælland;06. 6-14 år;K;40859;35;39;0;0;0;0,00;0,00;85,66;0,00;
2026-01-06;2025-12-30;RSV;2020/2021;1085;Sjælland;06. 6-14 år;M;43195;51;70;0;0;0;0,00;0,00;118,07;0,00;
2026-01-06;2025-12-30;RSV;2020/2021;1085;Sjælland;07. 15-44 år;Alle;271784;464;505;1;1;0;0,00;0,37;170,72;0,37;
2026-01-06;2025-12-30;RSV;2020/2021;1085;Sjælland;07. 15-44 år;K;132575;245;264;0;0;0;0,00;0,00;184,80;0,00;
2026-01-06;2025-12-30;RSV;2020/2021;1085;Sjælland;07. 15-44 år;M;139209;219;241;1;1;0;0,00;0,72;157,32;0,72;
2026-01-06;2025-12-30;RSV;2020/2021;1085;Sjælland;08. 45-64 år;Alle;243931;827;919;0;0;0;0,00;0,00;339,03;0,00;
2026-01-06;2025-12-30;RSV;2020/2021;1085;Sjælland;08. 45-64 år;K;122647;380;415;0;0;0;0,00;0,00;309,83;0,00;
2026-01-06;2025-12-30;RSV;2020/2021;1085;Sjælland;08. 45-64 år;M;121284;447;504;0;0;0;0,00;0,00;368,56;0,00;
2026-01-06;2025-12-30;RSV;2020/2021;1085;Sjælland;09. 65-74 år;Alle;103926;646;718;1;1;0;0,00;0,96;621,60;0,96;
2026-01-06;2025-12-30;RSV;2020/2021;1085;Sjælland;09. 65-74 år;K;53804;293;317;0;0;0;0,00;0,00;544,57;0,00;
2026-01-06;2025-12-30;RSV;2020/2021;1085;Sjælland;09. 65-74 år;M;50122;353;401;1;1;0;0,00;2,00;704,28;2,00;
2026-01-06;2025-12-30;RSV;2020/2021;1085;Sjælland;10. 75-84 år;Alle;66465;659;727;0;0;0;0,00;0,00;991,50;0,00;
2026-01-06;2025-12-30;RSV;2020/2021;1085;Sjælland;10. 75-84 år;K;35901;285;313;0;0;0;0,00;0,00;793,85;0,00;
2026-01-06;2025-12-30;RSV;2020/2021;1085;Sjælland;10. 75-84 år;M;30564;374;414;0;0;0;0,00;0,00;1223,66;0,00;
2026-01-06;2025-12-30;RSV;2020/2021;1085;Sjælland;11. 85+ år;Alle;15766;293;331;0;0;0;0,00;0,00;1858,43;0,00;
2026-01-06;2025-12-30;RSV;2020/2021;1085;Sjælland;11. 85+ år;K;10184;148;162;0;0;0;0,00;0,00;1453,26;0,00;
2026-01-06;2025-12-30;RSV;2020/2021;1085;Sjælland;11. 85+ år;M;5582;145;169;0;0;0;0,00;0,00;2597,64;0,00;
2026-01-06;2025-12-30;RSV;2020/2021;1085;Sjælland;Alle;Alle;836578;3551;3981;3;3;0;0,00;0,36;424,47;0,36;
2026-01-06;2025-12-30;RSV;2020/2021;1085;Sjælland;Alle;K;420569;1624;1785;0;0;0;0,00;0,00;386,14;0,00;
2026-01-06;2025-12-30;RSV;2020/2021;1085;Sjælland;Alle;M;416009;1927;2196;3;3;0;0,00;0,72;463,21;0,72;
2026-01-06;2025-12-30;RSV;2020/2021;1083;Syddanmark;01. 0-5 måneder;Alle;5847;210;237;0;0;0;0,00;0,00;3591,59;0,00;
2026-01-06;2025-12-30;RSV;2020/2021;1083;Syddanmark;01. 0-5 måneder;K;2845;85;94;0;0;0;0,00;0,00;2987,70;0,00;
2026-01-06;2025-12-30;RSV;2020/2021;1083;Syddanmark;01. 0-5 måneder;M;3002;125;143;0;0;0;0,00;0,00;4163,89;0,00;
2026-01-06;2025-12-30;RSV;2020/2021;1083;Syddanmark;02. 6-11 måneder;Alle;6299;91;114;0;0;0;0,00;0,00;1444,67;0,00;
2026-01-06;2025-12-30;RSV;2020/2021;1083;Syddanmark;02. 6-11 måneder;K;3138;39;49;0;0;0;0,00;0,00;1242,83;0,00;
2026-01-06;2025-12-30;RSV;2020/2021;1083;Syddanmark;02. 6-11 måneder;M;3161;52;65;0;0;0;0,00;0,00;1645,05;0,00;
2026-01-06;2025-12-30;RSV;2020/2021;1083;Syddanmark;03. 1 år;Alle;12270;167;186;0;0;0;0,00;0,00;1361,04;0,00;
2026-01-06;2025-12-30;RSV;2020/2021;1083;Syddanmark;03. 1 år;K;5961;74;84;0;0;0;0,00;0,00;1241,40;0,00;
2026-01-06;2025-12-30;RSV;2020/2021;1083;Syddanmark;03. 1 år;M;6309;93;102;0;0;0;0,00;0,00;1474,08;0,00;
2026-01-06;2025-12-30;RSV;2020/2021;1083;Syddanmark;04. 2 år;Alle;12752;56;71;0;0;0;0,00;0,00;439,15;0,00;
2026-01-06;2025-12-30;RSV;2020/2021;1083;Syddanmark;04. 2 år;K;6172;25;35;0;0;0;0,00;0,00;405,06;0,00;
2026-01-06;2025-12-30;RSV;2020/2021;1083;Syddanmark;04. 2 år;M;6580;31;36;0;0;0;0,00;0,00;471,12;0,00;
2026-01-06;2025-12-30;RSV;2020/2021;1083;Syddanmark;05. 3-5 år;Alle;38258;80;94;0;0;0;0,00;0,00;209,11;0,00;
2026-01-06;2025-12-30;RSV;2020/2021;1083;Syddanmark;05. 3-5 år;K;18574;30;33;0;0;0;0,00;0,00;161,52;0,00;
2026-01-06;2025-12-30;RSV;2020/2021;1083;Syddanmark;05. 3-5 år;M;19684;50;61;0;0;0;0,00;0,00;254,01;0,00;
2026-01-06;2025-12-30;RSV;2020/2021;1083;Syddanmark;06. 6-14 år;Alle;123642;162;189;0;0;0;0,00;0,00;131,02;0,00;
2026-01-06;2025-12-30;RSV;2020/2021;1083;Syddanmark;06. 6-14 år;K;60139;74;89;0;0;0;0,00;0,00;123,05;0,00;
2026-01-06;2025-12-30;RSV;2020/2021;1083;Syddanmark;06. 6-14 år;M;63503;88;100;0;0;0;0,00;0,00;138,58;0,00;
2026-01-06;2025-12-30;RSV;2020/2021;1083;Syddanmark;07. 15-44 år;Alle;428144;1884;2172;0;0;0;0,00;0,00;440,04;0,00;
2026-01-06;2025-12-30;RSV;2020/2021;1083;Syddanmark;07. 15-44 år;K;208617;1342;1547;0;0;0;0,00;0,00;643,28;0,00;
2026-01-06;2025-12-30;RSV;2020/2021;1083;Syddanmark;07. 15-44 år;M;219527;542;625;0;0;0;0,00;0,00;246,89;0,00;
2026-01-06;2025-12-30;RSV;2020/2021;1083;Syddanmark;08. 45-64 år;Alle;334287;1394;1719;1;1;0;0,00;0,30;417,01;0,30;
2026-01-06;2025-12-30;RSV;2020/2021;1083;Syddanmark;08. 45-64 år;K;167160;655;805;1;1;0;0,00;0,60;391,84;0,60;
2026-01-06;2025-12-30;RSV;2020/2021;1083;Syddanmark;08. 45-64 år;M;167127;739;914;0;0;0;0,00;0,00;442,18;0,00;
2026-01-06;2025-12-30;RSV;2020/2021;1083;Syddanmark;09. 65-74 år;Alle;141237;1121;1451;0;0;0;0,00;0,00;793,70;0,00;
2026-01-06;2025-12-30;RSV;2020/2021;1083;Syddanmark;09. 65-74 år;K;72349;480;607;0;0;0;0,00;0,00;663,45;0,00;
2026-01-06;2025-12-30;RSV;2020/2021;1083;Syddanmark;09. 65-74 år;M;68888;641;844;0;0;0;0,00;0,00;930,50;0,00;
2026-01-06;2025-12-30;RSV;2020/2021;1083;Syddanmark;10. 75-84 år;Alle;91043;1154;1480;0;0;0;0,00;0,00;1267,53;0,00;
2026-01-06;2025-12-30;RSV;2020/2021;1083;Syddanmark;10. 75-84 år;K;49099;529;661;0;0;0;0,00;0,00;1077,42;0,00;
2026-01-06;2025-12-30;RSV;2020/2021;1083;Syddanmark;10. 75-84 år;M;41944;625;819;0;0;0;0,00;0,00;1490,08;0,00;
2026-01-06;2025-12-30;RSV;2020/2021;1083;Syddanmark;11. 85+ år;Alle;24883;668;817;0;0;0;0,00;0,00;2684,56;0,00;
2026-01-06;2025-12-30;RSV;2020/2021;1083;Syddanmark;11. 85+ år;K;16050;370;438;0;0;0;0,00;0,00;2305,30;0,00;
2026-01-06;2025-12-30;RSV;2020/2021;1083;Syddanmark;11. 85+ år;M;8833;298;379;0;0;0;0,00;0,00;3373,71;0,00;
2026-01-06;2025-12-30;RSV;2020/2021;1083;Syddanmark;Alle;Alle;1218662;6987;8530;1;1;0;0,00;0,08;573,33;0,08;
2026-01-06;2025-12-30;RSV;2020/2021;1083;Syddanmark;Alle;K;610104;3703;4442;1;1;0;0,00;0,16;606,95;0,16;
2026-01-06;2025-12-30;RSV;2020/2021;1083;Syddanmark;Alle;M;608558;3284;4088;0;0;0;0,00;0,00;539,64;0,00;
2026-01-06;2025-12-30;RSV;2021/2022;9999;Alle;01. 0-5 måneder;Alle;29992;7662;8857;2958;1586;1;0,39;9862,63;25546,81;5288,08;
2026-01-06;2025-12-30;RSV;2021/2022;9999;Alle;01. 0-5 måneder;K;14539;3368;3817;1331;700;0;0,40;9154,69;23165,28;4814,64;
2026-01-06;2025-12-30;RSV;2021/2022;9999;Alle;01. 0-5 måneder;M;15453;4294;4952;1627;886;1;0,38;10528,70;27787,48;5733,51;
2026-01-06;2025-12-30;RSV;2021/2022;9999;Alle;02. 6-11 måneder;Alle;33184;3487;4137;1403;373;0;0,40;4227,94;10508,08;1124,04;
2026-01-06;2025-12-30;RSV;2021/2022;9999;Alle;02. 6-11 måneder;K;16239;1523;1754;605;152;0;0,40;3725,60;9378,66;936,02;
2026-01-06;2025-12-30;RSV;2021/2022;9999;Alle;02. 6-11 måneder;M;16945;1964;2352;798;221;0;0,41;4709,35;11590,44;1304,22;
2026-01-06;2025-12-30;RSV;2021/2022;9999;Alle;03. 1 år;Alle;62346;6704;7823;2569;660;0;0,38;4120,55;10752,90;1058,61;
2026-01-06;2025-12-30;RSV;2021/2022;9999;Alle;03. 1 år;K;30339;2967;3398;1173;299;0;0,40;3866,31;9779,49;985,53;
2026-01-06;2025-12-30;RSV;2021/2022;9999;Alle;03. 1 år;M;32007;3737;4386;1396;361;0;0,37;4361,55;11675,57;1127,88;
2026-01-06;2025-12-30;RSV;2021/2022;9999;Alle;04. 2 år;Alle;62441;3290;3745;1259;275;2;0,38;2016,30;5268,97;440,42;
2026-01-06;2025-12-30;RSV;2021/2022;9999;Alle;04. 2 år;K;30388;1462;1603;588;133;1;0,40;1934,97;4811,11;437,67;
2026-01-06;2025-12-30;RSV;2021/2022;9999;Alle;04. 2 år;M;32053;1828;2111;671;142;1;0,37;2093,41;5703,05;443,02;
2026-01-06;2025-12-30;RSV;2021/2022;9999;Alle;05. 3-5 år;Alle;188426;3612;4053;891;184;1;0,25;472,86;1916,93;97,65;
2026-01-06;2025-12-30;RSV;2021/2022;9999;Alle;05. 3-5 år;K;91505;1597;1777;431;82;0;0,27;471,01;1745,26;89,61;
2026-01-06;2025-12-30;RSV;2021/2022;9999;Alle;05. 3-5 år;M;96921;2015;2246;460;102;1;0,23;474,61;2079,01;105,24;
2026-01-06;2025-12-30;RSV;2021/2022;9999;Alle;06. 6-14 år;Alle;573979;4427;4903;204;37;0;0,05;35,54;771,28;6,45;
2026-01-06;2025-12-30;RSV;2021/2022;9999;Alle;06. 6-14 år;K;279546;1992;2207;95;18;0;0,05;33,98;712,58;6,44;
2026-01-06;2025-12-30;RSV;2021/2022;9999;Alle;06. 6-14 år;M;294433;2435;2658;109;19;0;0,04;37,02;827,01;6,45;
2026-01-06;2025-12-30;RSV;2021/2022;9999;Alle;07. 15-44 år;Alle;2192918;21308;24008;600;119;2;0,03;27,36;971,67;5,43;
2026-01-06;2025-12-30;RSV;2021/2022;9999;Alle;07. 15-44 år;K;1081018;13403;15007;368;70;0;0,03;34,04;1239,85;6,48;
2026-01-06;2025-12-30;RSV;2021/2022;9999;Alle;07. 15-44 år;M;1111900;7905;8686;232;49;2;0,03;20,87;710,95;4,41;
2026-01-06;2025-12-30;RSV;2021/2022;9999;Alle;08. 45-64 år;Alle;1546287;16315;19560;546;199;11;0,03;35,31;1055,11;12,87;
2026-01-06;2025-12-30;RSV;2021/2022;9999;Alle;08. 45-64 år;K;774799;8652;10153;338;102;4;0,04;43,62;1116,68;13,16;
2026-01-06;2025-12-30;RSV;2021/2022;9999;Alle;08. 45-64 år;M;771488;7663;9155;208;97;7;0,03;26,96;993,28;12,57;
2026-01-06;2025-12-30;RSV;2021/2022;9999;Alle;09. 65-74 år;Alle;625157;11670;14789;355;217;17;0,03;56,79;1866,73;34,71;
2026-01-06;2025-12-30;RSV;2021/2022;9999;Alle;09. 65-74 år;K;323173;5398;6621;191;110;9;0,04;59,10;1670,31;34,04;
2026-01-06;2025-12-30;RSV;2021/2022;9999;Alle;09. 65-74 år;M;301984;6272;8073;164;107;8;0,03;54,31;2076,93;35,43;
2026-01-06;2025-12-30;RSV;2021/2022;9999;Alle;10. 75-84 år;Alle;438408;13294;16871;397;294;35;0,03;90,55;3032,34;67,06;
2026-01-06;2025-12-30;RSV;2021/2022;9999;Alle;10. 75-84 år;K;237479;6466;8041;213;157;15;0,03;89,69;2722,77;66,11;
2026-01-06;2025-12-30;RSV;2021/2022;9999;Alle;10. 75-84 år;M;200929;6828;8767;184;137;20;0,03;91,57;3398,22;68,18;
